Headline,Body ID,Stance
Speeding Up ‘Seinfeld’ For Younger Viewers,82,unrelated
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,82,unrelated
Matt Taibbi Disappears From Omidyar’s First Look Media,82,unrelated
Matt Taibbi on leave of absence from First Look Media,82,unrelated
Matt Taibbi takes a leave of absence from First Look Media,82,unrelated
Comcast Declares War on Tor?,82,unrelated
"Taibbi takes time out from First Look after “disagreements.” Can I publish our emails now, Matt?",82,unrelated
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),83,disagree
Tiger Woods' former luxury island goes on sale,84,unrelated
"Yang Hu, worker in Zhejiang, cuts off own penis over desperation of finding love",84,unrelated
"Tee-off in your own putting paradise: Swedish luxury island owned by Tiger Woods up for sale - and it comes with a villa, a hot tub and a lodge",84,unrelated
Tiger Woods' luxe Viking island in Sweden is for sale,84,unrelated
Report: NYPD to stop arresting people for minor marijuana offenses,84,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,84,unrelated
7 Bosnian teens get pregnant on school trip,84,unrelated
Tiger Woods prices private island at $7.1 million,84,unrelated
For sale: Tiger's former island in Sweden,84,unrelated
Tiger Woods selling Swedish villa — island included,84,unrelated
"No, it's not Tiger Woods selling an island in Lake Mälaren",84,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,84,discuss
Kim Yo-jong in Charge: Kim Jong-un's Sister 'Replaces' North Korean Dictator During Illness,84,unrelated
Tiger Woods Is Selling His Private Island For $7.1 Million,84,unrelated
Missing American journalist reportedly beheaded by Islamic State ,84,discuss
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,86,unrelated
A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service,86,unrelated
Claim: Comcast Got Complaining Customer Fired From His Job,86,unrelated
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,86,unrelated
"Comcast Turns Complaints Back On Customer, Gets His Employer To Fire Him",86,unrelated
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",86,unrelated
Lynch Mob Castrates Alleged Rapist In Rajasthan,86,agree
Comcast gets customer fired for complaining about poor service,86,unrelated
Customer: I was fired for Comcast complaint,86,unrelated
Did Comcast Get a Man Fired From His Job for Complaining About Its Service?,86,unrelated
Vigilantes cut off alleged rapist's penis,86,agree
The Man Who Says Comcast Got Him Fired Has Filed a Lawsuit,86,unrelated
Batmobile wasn't stolen: Cops,87,unrelated
Comcast blocks Tor,87,unrelated
CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,87,unrelated
This Week In Weird News: Horrible Human Slaps Elderly Woman For Sneezing,87,unrelated
BATMAN VS. SUPERMAN BATMOBILE STOLEN,87,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,87,unrelated
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",87,unrelated
"So, There Might Be a Rat Infestation at Vogue",87,discuss
British Man Slaps People If They Sneeze In Public,87,unrelated
The Case of the Stolen Batmobile Has Been Solved,87,unrelated
Zack Snyder Responds to Fake Stolen Batmobile Report,87,unrelated
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",87,unrelated
Mystery man slaps shoppers around head for sneezing,87,unrelated
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",87,unrelated
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,87,unrelated
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,87,unrelated
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,87,unrelated
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,87,unrelated
UPDATE: BATMAN v SUPERMAN Batmobile Reportedly Stolen By (Shocker!) Detroit Locals,87,unrelated
The Chinese Guide to Avoiding a Bad English Name,87,unrelated
Was The Batmobile Stolen In Detroit?,87,unrelated
"Zack Snyder Kills ""Stolen Batmobile"" Rumor With Great Photo",87,unrelated
"And finally: Apple Watch to launch 9 March with 100,000 apps",87,unrelated
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,87,unrelated
Robert Plant ripped up $800M Led Zeppelin reunion contract,87,unrelated
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,87,unrelated
Missing Mexican students 'not found in mass grave',87,unrelated
Detroit Police Issue Statement That The Batmobile Is Safe,87,unrelated
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,87,unrelated
GCPD Solved Stolen Batmobile Case?,87,unrelated
Police Looking For A Man That Slaps People When They Sneeze!,87,unrelated
"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor",87,unrelated
ISIL Beheads American Photojournalist in Iraq,87,unrelated
Zack Snyder Makes Fun of Stolen Batmobile Rumor with New Image,87,unrelated
REPORT: The Batmobile Might Have Been Stolen In Detroit,87,unrelated
"Batmobile stolen in Detroit? Good one, joker!",87,unrelated
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,87,unrelated
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",87,unrelated
Man who slaps people around the head for sneezing hunted by police,87,unrelated
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,87,unrelated
Kim Jong ill? Analysts say 27-year-old sister Kim Yo Jong may be running North Korea (VIDEO),87,unrelated
Man who SLAPS people if they sneeze in public being hunted by police,87,unrelated
Iraqi media says ISIS militants have contracted Ebola,87,unrelated
ISIS leader dead?,87,unrelated
That’s one way to clean it: Apple Watch will reportedly survive a trip through the shower,88,unrelated
"Tim Cook Reportedly Showers with Apple Watch, Suggesting It’s Waterproof",88,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,88,unrelated
Christian Bale in Talks to Play Steve Jobs (Exclusive),88,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",88,unrelated
"Yes, you can wear your Apple Watch in the shower",88,unrelated
"Google to buy big chunk of Pacific Shores, iconic Redwood City office park",88,unrelated
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",88,unrelated
"Cook said to confirm Apple Watch is showerproof, lasts a day",88,unrelated
State House time capsule from 1795 unearthed,88,agree
Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,88,unrelated
Michael Phelps’ girlfriend Taylor Lianne Chandler reveals she was raised as a boy,89,unrelated
Michael Phelps’ alleged girlfriend says she was born intersex,89,unrelated
Rapper identified as James Foley's executioner: reports,89,unrelated
Dog abandoned at Ayr station with belongings in suitcase,89,unrelated
Apple Watch to sell 15M units in 2015 and ‘ignite global smartwatch market’,89,unrelated
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",89,unrelated
Michael Phelps’ ‘girlfriend’ reveals she was born a man – and never told the swimmer,89,unrelated
Michael Phelps Sex Scandal: Troubled Olympian’s Girlfriend Was Born A Man!,89,unrelated
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",89,unrelated
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,89,unrelated
Seth Rogen Is Woz,89,unrelated
WSJ: Apple cut watch health features due to erratic sensors,89,unrelated
Magic Mushrooms Found on Buckingham Palace Grounds,89,unrelated
Report: Michael Phelps’ Tinder ‘Girlfriend’ Was Born Male; “We Made Love During Halftime”,89,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,89,unrelated
Michael Phelps' Reported Girlfriend Reveals She Was Born Intersex,89,unrelated
Islamic State fighters detonate 'SCORPION bombs' in terror siege,89,agree
Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian,89,unrelated
Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,91,unrelated
Married TV actor wakes up to find his testicles have been STOLEN after he is drugged in Russian bar by attractive blonde working for organ traffickers,91,unrelated
"In Moscow, police are looking for a felon, cut the male genitals",91,unrelated
Married TV actor wakes up to find his testicles have been stolen after kissing young woman in sauna,91,unrelated
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,91,unrelated
Christian Bale to Play Steve Jobs in New Movie,91,unrelated
Russian Man Wakes Up to Find His Testicles Have Been Stolen,91,unrelated
Russian TV actor wakes up to find his testicles stolen,91,unrelated
This Soap Opera Star Reportedly Had His Testicles Stolen By An ‘Attractive Blonde’ Organ Trafficker,91,unrelated
Actor has his testicles stolen after meeting ‘young blonde woman at a bar’,91,unrelated
British man pays $460 to save constipated goldfish's life,91,agree
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,93,unrelated
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,93,unrelated
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",93,unrelated
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',93,unrelated
WHO investigates media reports ISIS fighters contracted Ebola,93,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),93,unrelated
Iraqi media: ISIS militants have contracted Ebola,93,unrelated
Two blokes dared to eat 20-year-old burger for charity,93,unrelated
Officials Refute Iraqi Media Reports That ISIS Members Have Contracted Ebola In Mosul,93,unrelated
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",93,agree
WATCH: Twitter catches fire amid rumors of Fidel Castro’s death,93,unrelated
Amazon.com to open first physical store in Manhattan: DJ,93,unrelated
WHO: Isis does not have Ebola – but contingency plan being developed for Iraq,93,unrelated
ISIS fighters ‘have contracted Ebola’,93,unrelated
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,93,unrelated
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,93,unrelated
Iraqi Official Dismisses ‘Unfounded’ Reports That ISIS Fighters Have Ebola,93,unrelated
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,93,unrelated
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,93,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,93,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",93,unrelated
"Fidel Castro Is Dead, According to Viral Twitter Rumors",93,unrelated
'There is no limit to their depravity' Islamic State FEED mother her own SON,93,unrelated
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",93,unrelated
ISIS cracks down on five confirmed Ebola cases among fighters: official,93,unrelated
Rumor Fatigue Sets In at False Alarms of Castro’s Death,93,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,93,unrelated
WHO ‘probing’ whether ISIS fighters got Ebola,93,unrelated
"Fidel Castro Dead? Yes, He Is… But The Cuban Leader Is Alive, Death Rumors Proven False",93,unrelated
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",93,unrelated
Has Ebola infected Isis militants in Mosul?,93,unrelated
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,93,unrelated
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",93,unrelated
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,93,unrelated
ISIS fighters 'have contracted Ebola': World Health Organisation investigating reports militants showed up at Iraqi hospital with lethal disease,93,unrelated
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",93,unrelated
WHO: Reports of Suspected Ebola Cases in Iraq Untrue,93,unrelated
ISIS Militants Allegedly Contracted Ebola,93,unrelated
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",93,unrelated
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,93,unrelated
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",93,unrelated
Google Grows With $1.6 Billion in California Office Deals,93,unrelated
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",93,unrelated
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,93,unrelated
Does ISIS Have Ebola? Probably Not! Media Reports It Anyway,93,unrelated
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",93,unrelated
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,93,unrelated
Luke Somers 'killed in failed rescue attempt in Yemen',93,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,93,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,93,unrelated
Russians Bag Better Bigfoot Footage,93,unrelated
Iraqi media says ISIS militants have contracted Ebola,93,unrelated
Daash Ebola transferred to Mosul {Google Translate],93,unrelated
Rumors about Fidel Castro’s death again circulate on the Internet,93,unrelated
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,93,unrelated
"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",93,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',93,unrelated
"No, a bird didn't poop on Vladimir Putin",93,unrelated
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",93,unrelated
"No, there aren’t any Ebola cases in Iraq",93,unrelated
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,93,unrelated
ISIS Getting Ebola,93,unrelated
Setting the record straight on tor,93,unrelated
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,93,unrelated
WHO says reports of suspected Ebola cases in Iraq are untrue,93,unrelated
Watch: US marine survives Taliban sniper headshot in Afghanistan,95,agree
Watch: US Marine saved by helmet after being shot by Taliban sniper,95,agree
"Despite no Ebola case in Kansas City, the rumor goes viral",99,unrelated
Ebola Scare in Kansas City,99,unrelated
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",99,unrelated
Research Medical Center denies reports that a patient has Ebola,99,unrelated
KC Man Does Not Have Ebola,99,unrelated
Cheese addiction breaks Kim Jong-un's ankles,99,unrelated
Hospital: Man not being treated for Ebola in Kansas City,99,unrelated
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,99,unrelated
Hospital: Man not being treated for Ebola in Kansas City,99,unrelated
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",99,unrelated
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),99,unrelated
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",99,discuss
Isis video claims to show beheading of British hostage David Haines,99,unrelated
Staff Reporter,99,unrelated
KC hospital: Patient does not have symptom profile of Ebola,99,unrelated
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,104,unrelated
Watch marine take sniper shot to the head and live,104,unrelated
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",104,unrelated
IS Fighters Seize Weapons Cache Meant for Kurds,104,unrelated
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,104,unrelated
More American Weapons for ISIS,104,unrelated
Islamic State reports youngest jihadist 'martyred' in battle,104,unrelated
REPORT: Apple Isn't Happy With The Battery Life Of Its New Smartwatch,104,unrelated
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",104,unrelated
U.S. arms airdrop fell into ISIS hands: Pentagon,104,unrelated
Pentagon: 1 weapons bundle seized by militants,104,unrelated
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,104,unrelated
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,104,unrelated
ISIS fighters seize weapons airdrop meant for Kurds,104,unrelated
An accidental delivery of arms to the Islamic State and the problem with airdrops,104,unrelated
ISIS Video: America’s Air Dropped Weapons Now in Our Hands,104,unrelated
Isis claims it has US airdrop of weapons,104,unrelated
"McDonald’s Removing Big Mac, Apple Pies And Eliminating Large Size Options",104,unrelated
Pentagon: ISIS Got U.S. Weapons Package,104,unrelated
Pentagon: ISIS seized materials airdropped to Kurds,104,unrelated
ISIS Claims To Have Captured US Airdrop Weapons,104,unrelated
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,104,unrelated
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,104,unrelated
Hundreds mourn the 'death' of Fidel Castro after rumours sweep Twitter (but are they confusing him with recently departed Fidel Castro Odinga from Nairobi?),104,unrelated
Video: Islamic State Claims to Have Captured US Weapons Airdrop Near Kobane,104,unrelated
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,104,unrelated
Amazon to Open First Brick-and-Mortar Site,104,unrelated
"ISIS: We have our hands on weapons, ammo air-dropped by U.S.",104,unrelated
India: 400 men cut off their testicles to 'get closer to God' following advice from 'guru',104,unrelated
"Why the Gold Apple Watch Edition Must Cost $10,000",104,unrelated
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,104,unrelated
Led Zeppelin’s Robert Plant ripped up a $924 million reunion contract,104,discuss
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',104,unrelated
Cold Turkey,104,unrelated
Sugarhill Gang rapper Big Bank Hank dies aged 57,105,unrelated
"Apple Watch to Be Shower-Proof, Have 100,000 Apps at Launch: Reports",105,discuss
"Big Bank Hank, co-founder of the Sugarhill Gang, has died",105,unrelated
Sugarhill Gang's Big Bank Hank Dead At 57,105,unrelated
Sugarhill Gang rapper Big Bank Hank dies at age 57,105,unrelated
Give a homeless man $100 and see what he does with it [Video],105,unrelated
AUSTRALIA: 600-POUND WOMAN GIVES BIRTH TO 40-POUND BABY,105,unrelated
Sugarhill Gang rapper Big Bank Hank dead at 57,105,unrelated
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",105,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,105,unrelated
Big Bank Hank of The Sugarhill Gang is dead at 57,105,unrelated
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,105,unrelated
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,105,unrelated
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,105,unrelated
Sugarhill Gang co-founder Big Bank Hank dies,105,unrelated
Rapper Big Bank Hank of Sugarhill Gang dies at 57,105,unrelated
Sugarhill Gang’s Big Bank Hank dead at 57,105,unrelated
Sugarhill Gang Rapper Big Bank Hank Dies at 57,105,unrelated
Crazy iPhone rig shows how Chinese workers manipulate App Store rankings,105,unrelated
Report: Christian Bale Just Bailed on the Steve Jobs Movie,105,unrelated
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",105,unrelated
Reports: Big Bank Hank of pioneering rap group Sugarhill Gang has died,105,unrelated
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,107,unrelated
"RCMP release security footage of Michael Zehaf Bibeau during attack, say he shot soldier in back",107,unrelated
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,107,unrelated
Canadian Michael Zehaf-Bibeau thought to be the gunman in Ottawa shooting,107,unrelated
Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,107,unrelated
Met police denies reports of Banksy arrest,107,agree
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",107,unrelated
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",107,unrelated
Ottawa Gunman Identified As Michael Zehaf-Bibeau,107,unrelated
Michael Abdul Zehaf Bibeau Pictures: Photos of Alleged ISIS-Linked Gunman in Canada,107,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,107,unrelated
CBS News Names Canadian Parliament Shooting Suspect,107,unrelated
"No, Banksy hasn’t been arrested",107,agree
Hero soldier Nathan Cirillo killed by convicted criminal Michael Zehaf-Bibeau,107,unrelated
Street Artist BANKSY Arrested? Again?,107,discuss
Alleged Ottawa gunman: What we know so far about Michael Zehaf-Bibeau,107,unrelated
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,107,unrelated
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,107,unrelated
Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau,107,unrelated
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,108,discuss
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",108,agree
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',109,discuss
"Tom Brokaw 'wants Brian Williams out': NBC legend 'furious' at Iraq war lie, as it's claimed executives warned anchor to stop exaggerating the story in the past",110,discuss
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",112,discuss
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,114,agree
Return of the Mac: Seth Rogen in talks to star as Apple co-founder Steve Wozniak in upcoming Steve Jobs biopic,115,unrelated
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,115,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,115,unrelated
ISIS Beheads American Journalist James Foley in Video Message to U.S.,115,unrelated
"No, Saudi TV Did Not Blur Out Images of Michelle Obama",115,unrelated
US officials: Video shows American's execution,115,unrelated
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',115,unrelated
Isis claims to behead US journalist,115,unrelated
Video Purports to Show Beheading of American Journalist,115,unrelated
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",115,unrelated
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,115,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,115,unrelated
Another American hostage at risk by Islamic state,115,unrelated
American hostage killed in rescue attempt in Yemen - senior official,115,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",115,unrelated
Video: Marine survives Taliban sniper headshot thanks to helmet,115,agree
Watch: ISIS Claims to Have Captured U.S. Airdropped Weapons,115,unrelated
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",115,unrelated
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,115,unrelated
New iOS 8 bug can delete all of your iCloud documents,115,unrelated
Isis militants claim to have killed US journalist James Foley,115,unrelated
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",115,unrelated
ISIL Beheads American Photojournalist in Iraq,115,unrelated
"Luke Somers Dies In Rescue Attempt, Sister Says; Yemeni Defense Ministry Says Unnamed US Hostage Freed",115,unrelated
20 year old burger? McDonald's burger purchased in 1995 hasn't aged a bit,115,unrelated
Terrorism fears rise amid reports of stolen jetliners,115,unrelated
Missing American journalist reportedly beheaded by Islamic State ,115,unrelated
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,115,unrelated
6 Islamist militants killed in US attack in Somalia,115,unrelated
American hostage in Yemen freed in military raid-Defence Ministry,115,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,115,unrelated
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",115,unrelated
Al Qaida hostage killed in raid,115,unrelated
ISIS Beheads American Journalist,115,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",115,unrelated
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",115,unrelated
Audio recording allegedly captures moment Michael Brown was shot,115,unrelated
Video shows ISIL beheading of photojournalist James Foley,115,unrelated
Militant Group Says It Killed American Journalist in Syria,115,unrelated
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,115,unrelated
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',115,unrelated
"A Vice Guide To Spending $300,000 On Dinner",115,unrelated
Watch: US Marine saved by helmet after being shot by Taliban sniper,115,agree
BREAKING NEWS: British-born U.S. photojournalist held hostage by al-Qaeda killed in failed rescue attempt in Yemen,115,unrelated
James Foley remembered as 'brave and tireless' journalist,115,unrelated
BREAKING: ISIS Beheads American Journalist James Wright Foley,115,unrelated
"Obama, Outraged Over Beheading, Vows to Stay on Course",115,unrelated
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials ,115,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,115,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,115,unrelated
BREAKING: British-born hostage 'KILLED in failed rescue attempt',115,unrelated
Islamic State claims it executed American photojournalist James Foley,115,unrelated
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",115,unrelated
Obama denounces killing of journalist James Foley and pledges ‘justice’,115,unrelated
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,115,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,115,unrelated
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,115,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",115,unrelated
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,115,unrelated
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,115,unrelated
ISIL allegedly kills US journalist in video,115,unrelated
ISIS Seemingly Beheaded American Journalist James Wright Foley,115,unrelated
Journalist James Wright Foley reportedly beheaded by ISIS,115,unrelated
ISIS Reportedly Beheads American Photojournalist in Iraq,115,unrelated
Priest who died for 48 minutes says he met God and she’s a woman,115,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,115,unrelated
ISIS Militants Allegedly Contracted Ebola,115,unrelated
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,115,unrelated
The Internet Tried To Make Axl Rose Its Latest Death Hoax Victim,115,unrelated
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,115,unrelated
Islamic State claims to have beheaded American journalist,115,unrelated
Obama: murder of James Foley 'shocks the conscience of the entire world',115,unrelated
Video Purports To Show Beheading Of U.S. Journalist By Militants,115,unrelated
"Video Appears to Show Beheading of Journalist James Foley, Who Went Missing in Syria",115,unrelated
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",115,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,115,unrelated
"Yemen says U.S. man freed, sister says he’s dead",115,unrelated
"US hostage 'murdered' by militants in Yemen, says Hagel",115,unrelated
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,115,unrelated
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,115,unrelated
Islamic State militants claim to behead missing American journalist,115,unrelated
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,115,unrelated
"A message from Jim's mom, Diane Foley:",115,unrelated
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,115,unrelated
US hostage Luke Somers dies after rescue bid,115,unrelated
New Audio Shows Michael Brown Was Shot at 11 Times,115,unrelated
"Video showing American journalist beheaded believed real, officials and family say",115,unrelated
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",115,unrelated
